file,total_count,total_vol_m3,total_mass,missing_sizes,space_vol_m3,computed_fill_percent,flag
data_for_algoritm_15547.json,16,67.784154,8946.2,0,91.63,73.976,OK
data_for_algoritm_15558.json,88,0.65472,308.0,0,91.63,0.715,LOW_FILL
data_for_algoritm_15567.json,73,1.107073,519.026,0,91.63,1.208,LOW_FILL
data_for_algoritm_15568.json,51,1.117441,395.808,0,91.63,1.22,LOW_FILL
data_for_algoritm_15569.json,14,71.312154,8667.2,0,91.63,77.826,OK
data_for_algoritm_15571.json,82,1.11091,572.891,0,91.63,1.212,LOW_FILL
data_for_algoritm_15573.json,14,71.312154,8667.2,0,91.63,77.826,OK
data_for_algoritm_15575.json,15,77.1426,7085.2,0,91.63,84.189,OK
data_for_algoritm_15581.json,550,4.38031,673.0,0,91.63,4.78,LOW_FILL
data_for_algoritm_15585.json,17,90.579672,15075.0,0,91.63,98.854,OK
data_for_algoritm_15592.json,22,116.215562,7187.59,0,91.63,126.831,OK
data_for_algoritm_15593.json,23,14.610606,23.0,0,91.63,15.945,OK
data_for_algoritm_15598.json,2,49.82243,19100.0,0,91.63,54.373,OK
data_for_algoritm_15600.json,8,6.806,2400.0,0,91.63,7.428,OK
data_for_algoritm_15602.json,8,38.368122,16740.0,0,91.63,41.873,OK
data_for_algoritm_15603.json,8,38.368122,16740.0,0,91.63,41.873,OK
data_for_algoritm_15605.json,100,1.86,200.0,0,91.63,2.03,LOW_FILL
data_for_algoritm_15611.json,3,1.84032,144.0,0,91.63,2.008,LOW_FILL
data_for_algoritm_15612.json,104,14.072367,1894.6,0,91.63,15.358,OK
data_for_algoritm_15613.json,104,14.072367,1894.6,0,91.63,15.358,OK
data_for_algoritm_15620.json,2,1.22688,96.0,0,91.63,1.339,LOW_FILL
data_for_algoritm_15621.json,3,1.84032,144.0,0,91.63,2.008,LOW_FILL
data_for_algoritm_15622.json,5,2.75904,230.0,0,91.63,3.011,LOW_FILL
data_for_algoritm_15623.json,5,2.75904,230.0,0,91.63,3.011,LOW_FILL
data_for_algoritm_15624.json,5,1.163217,139.9,0,91.63,1.269,LOW_FILL
data_for_algoritm_15625.json,16,1.39524,296.0,0,91.63,1.523,LOW_FILL
data_for_algoritm_15628.json,75,9.344754,1375.3,0,91.63,10.198,OK
data_for_algoritm_15660.json,500,0.525,150.0,0,91.63,0.573,LOW_FILL
data_for_algoritm_15720.json,95,0.57,95.0,0,91.63,0.622,LOW_FILL
data_for_algoritm_15762.json,31,3.198617,552.9,0,91.63,3.491,LOW_FILL
data_for_algoritm_15785.json,15,1.66224,312.5,0,91.63,1.814,LOW_FILL
data_for_algoritm_15792.json,31,3.198617,552.9,0,91.63,3.491,LOW_FILL
data_for_algoritm_15796.json,19,1.527908,253.0,0,91.63,1.667,LOW_FILL
data_for_algoritm_15798.json,19,1.45824,240.5,0,91.63,1.591,LOW_FILL
data_for_algoritm_15823.json,31,3.198617,552.9,0,91.63,3.491,LOW_FILL
data_for_algoritm_15828.json,31,3.198617,552.9,0,91.63,3.491,LOW_FILL
data_for_algoritm_15832.json,31,3.198617,552.9,0,91.63,3.491,LOW_FILL
data_for_algoritm_15834.json,19,1.45824,240.5,0,91.63,1.591,LOW_FILL
data_for_algoritm_15915.json,59,1.124802,423.743,0,91.63,1.228,LOW_FILL
data_for_algoritm_15916.json,59,1.124802,423.743,0,91.63,1.228,LOW_FILL
data_for_algoritm_15923.json,4,12.656,74.5,0,91.63,13.812,OK
data_for_algoritm_15927.json,5,9.823115,1091.0,0,91.63,10.72,OK
data_for_algoritm_15929.json,7,18.73424,99.5,0,91.63,20.446,OK
data_for_algoritm_15939.json,7,18.73424,99.5,0,91.63,20.446,OK
data_for_algoritm_15941.json,21,68.00087,337.5,0,91.63,74.212,OK
data_for_algoritm_15948.json,12,45.7715,6600.0,0,91.63,49.953,OK
data_for_algoritm_15950.json,12,48.3635,6600.0,0,91.63,52.781,OK
data_for_algoritm_15967.json,26,59.44,4820.0,0,91.63,64.87,OK
data_for_algoritm_15968.json,26,67.936,4820.0,0,91.63,74.142,OK
data_for_algoritm_15973.json,20,4.630874,628.4,0,91.63,5.054,OK
data_for_algoritm_15975.json,20,4.630874,628.4,0,91.63,5.054,OK
data_for_algoritm_15977.json,20,4.630874,628.4,0,91.63,5.054,OK
data_for_algoritm_15978.json,20,4.630874,628.4,0,91.63,5.054,OK
data_for_algoritm_15980.json,20,4.630874,628.4,0,91.63,5.054,OK
data_for_algoritm_15983.json,20,4.630874,628.4,0,91.63,5.054,OK
data_for_algoritm_15988.json,26,67.936,4820.0,0,91.63,74.142,OK
data_for_algoritm_15999.json,27,0.914508,310.35,0,91.63,0.998,LOW_FILL
data_for_algoritm_16003.json,226,5.22246,2260.55,0,91.63,5.7,OK
data_for_algoritm_16004.json,226,5.22246,2260.55,0,91.63,5.7,OK
data_for_algoritm_16011.json,17,16.32,6800.0,0,91.63,17.811,OK
data_for_algoritm_16014.json,48,7.004092,6608.0,0,91.63,7.644,OK
data_for_algoritm_16017.json,26,67.936,4820.0,0,91.63,74.142,OK
data_for_algoritm_16018.json,26,67.936,4820.0,0,91.63,74.142,OK
data_for_algoritm_16019.json,26,67.936,4820.0,0,91.63,74.142,OK
data_for_algoritm_16026.json,8,57.11225,2182.0,0,91.63,62.329,OK
data_for_algoritm_16036.json,355,8.760496,2747.0,0,91.63,9.561,OK
data_for_algoritm_16037.json,355,8.760496,2747.0,0,91.63,9.561,OK
