file,total_count,total_vol_m3,total_mass,missing_sizes,space_vol_m3,computed_fill_percent,flag
data_for_algoritm_16570.json,59,67.00512,71980.0,0,91.63,73.126,OK
data_for_algoritm_16572.json,150,0.216,37500.0,0,91.63,0.236,LOW_FILL
data_for_algoritm_16574.json,17,35.2069,10010.0,0,91.63,38.423,OK
data_for_algoritm_16575.json,17,35.2069,10010.0,0,91.63,38.423,OK
data_for_algoritm_16581.json,39,4.017375,390.0,0,91.63,4.384,LOW_FILL
data_for_algoritm_16582.json,510,4.538362,510.0,0,91.63,4.953,LOW_FILL
data_for_algoritm_16586.json,39,4.017375,390.0,0,91.63,4.384,LOW_FILL
data_for_algoritm_16587.json,39,4.017375,390.0,0,91.63,4.384,LOW_FILL
data_for_algoritm_16588.json,39,4.017375,390.0,0,91.63,4.384,LOW_FILL
data_for_algoritm_16589.json,39,4.017375,390.0,0,91.63,4.384,LOW_FILL
data_for_algoritm_16591.json,39,4.017375,390.0,0,91.63,4.384,LOW_FILL
data_for_algoritm_16593.json,39,4.017375,390.0,0,91.63,4.384,LOW_FILL
data_for_algoritm_16594.json,39,4.017375,390.0,0,91.63,4.384,LOW_FILL
data_for_algoritm_16596.json,39,4.017375,390.0,0,91.63,4.384,LOW_FILL
data_for_algoritm_16606.json,15,21.678372,30510.0,0,91.63,23.659,OK
data_for_algoritm_16607.json,13,18.787922,26442.0,0,91.63,20.504,OK
data_for_algoritm_16608.json,11,122.8021,11.0,0,91.63,134.02,OK
data_for_algoritm_16611.json,32,1.1088,96.0,0,91.63,1.21,LOW_FILL
data_for_algoritm_16612.json,32,1.1088,96.0,0,91.63,1.21,LOW_FILL
data_for_algoritm_16613.json,32,1.1088,96.0,0,91.63,1.21,LOW_FILL
data_for_algoritm_16614.json,48,1.6632,144.0,0,91.63,1.815,LOW_FILL
data_for_algoritm_16615.json,10,19.55175,3551.43,0,91.63,21.338,OK
data_for_algoritm_16616.json,13,26.57175,4149.43,0,91.63,28.999,OK
data_for_algoritm_16617.json,11,21.08775,3707.43,0,91.63,23.014,OK
data_for_algoritm_16618.json,12,1.76418,36.0,0,91.63,1.925,LOW_FILL
data_for_algoritm_16621.json,211,63.16515,11640.0,0,91.63,68.935,OK
data_for_algoritm_16625.json,17,34.08705,9610.0,0,91.63,37.201,OK
data_for_algoritm_16626.json,10,26.779,4527.0,0,91.63,29.225,OK
data_for_algoritm_16627.json,10,26.779,4527.0,0,91.63,29.225,OK
data_for_algoritm_16636.json,20,4.77375,22000.0,0,91.63,5.21,OK
data_for_algoritm_16639.json,36,19.44,52920.0,0,91.63,21.216,OK
data_for_algoritm_16653.json,25,55.08,4700.0,0,91.63,60.111,OK
data_for_algoritm_16657.json,2160,716.88131,1033015.0,0,91.63,782.365,OK
data_for_algoritm_16659.json,20,4.77375,22000.0,0,91.63,5.21,OK
data_for_algoritm_16661.json,17,16.959375,17945.0,0,91.63,18.509,OK
data_for_algoritm_16663.json,17,37.310625,17945.0,0,91.63,40.719,OK
data_for_algoritm_16666.json,17,37.310625,18045.0,0,91.63,40.719,OK
data_for_algoritm_16668.json,563,355.543805,567589.0,0,91.63,388.021,OK
data_for_algoritm_16669.json,17,34.461,5300.0,0,91.63,37.609,OK
data_for_algoritm_16670.json,17,34.461,5300.0,0,91.63,37.609,OK
data_for_algoritm_16677.json,12,1.76418,36.0,0,91.63,1.925,LOW_FILL
data_for_algoritm_16678.json,12,1.76418,36.0,0,91.63,1.925,LOW_FILL
data_for_algoritm_16679.json,12,1.76418,36.0,0,91.63,1.925,LOW_FILL
data_for_algoritm_16681.json,2160,716.88131,1033015.0,0,91.63,782.365,OK
data_for_algoritm_16682.json,12,13.56912,5760.0,0,91.63,14.809,OK
data_for_algoritm_16686.json,115,37.1358,10005.0,0,91.63,40.528,OK
data_for_algoritm_16687.json,202,65.22984,17574.0,0,91.63,71.188,OK
data_for_algoritm_16688.json,2160,716.88131,1033015.0,0,91.63,782.365,OK
data_for_algoritm_16689.json,2160,716.88131,1033015.0,0,91.63,782.365,OK
data_for_algoritm_16690.json,2160,716.88131,1033015.0,0,91.63,782.365,OK
data_for_algoritm_16704.json,100,1.0,20.0,0,91.63,1.091,LOW_FILL
data_for_algoritm_16709.json,29,38.823914,18811.0,0,91.63,42.37,OK
data_for_algoritm_16715.json,37,9.358104,3007.5,0,91.63,10.213,OK
data_for_algoritm_16718.json,10,27.35,7760.0,0,91.63,29.848,OK
data_for_algoritm_16719.json,10,27.35,7760.0,0,91.63,29.848,OK
data_for_algoritm_16726.json,9,0.556404,160.0,0,91.63,0.607,LOW_FILL
data_for_algoritm_16727.json,17,9.336,1147.5,0,91.63,10.189,OK
data_for_algoritm_16730.json,20,22.104,1860.0,0,91.63,24.123,OK
data_for_algoritm_16732.json,39,4.017375,390.0,0,91.63,4.384,LOW_FILL
data_for_algoritm_16782.json,27,48.015,6204.0,0,91.63,52.401,OK
data_for_algoritm_16783.json,27,48.015,6204.0,0,91.63,52.401,OK
data_for_algoritm_16784.json,30,73.17,8304.0,0,91.63,79.854,OK
data_for_algoritm_16785.json,18,67.185,11040.0,0,91.63,73.322,OK
data_for_algoritm_16786.json,17,13.309988,17.0,0,91.63,14.526,OK
data_for_algoritm_16788.json,36,39.735,10944.0,0,91.63,43.365,OK
data_for_algoritm_16789.json,11,18.14434,3335.0,0,91.63,19.802,OK
data_for_algoritm_16790.json,11,18.14434,3335.0,0,91.63,19.802,OK
data_for_algoritm_16791.json,36,39.735,10944.0,0,91.63,43.365,OK
data_for_algoritm_16792.json,13,26.35234,4735.0,0,91.63,28.76,OK
data_for_algoritm_16794.json,17,2.55,85.0,0,91.63,2.783,LOW_FILL
data_for_algoritm_16795.json,18,2.625,105.0,0,91.63,2.865,LOW_FILL
data_for_algoritm_16799.json,288,345.6,418.24,0,91.63,377.169,OK
data_for_algoritm_16808.json,96,1.536,96.0,0,91.63,1.676,LOW_FILL
data_for_algoritm_16822.json,2,14.784,4400.0,0,91.63,16.134,OK
data_for_algoritm_16824.json,7,82.161848,17680.0,0,91.63,89.667,OK
data_for_algoritm_16825.json,2,21.912,3200.0,0,91.63,23.914,OK
data_for_algoritm_16826.json,2,21.912,3200.0,0,91.63,23.914,OK
data_for_algoritm_16827.json,3,31.465848,10080.0,0,91.63,34.34,OK
data_for_algoritm_16832.json,4,50.696,7600.0,0,91.63,55.327,OK
data_for_algoritm_16839.json,202,65.22984,17574.0,0,91.63,71.188,OK
data_for_algoritm_16841.json,600,324.0,27000.0,0,91.63,353.596,OK
data_for_algoritm_16842.json,600,270.0,27000.0,0,91.63,294.663,OK
data_for_algoritm_16846.json,91,108.315032,48915.0,0,91.63,118.209,OK
data_for_algoritm_16847.json,91,108.315032,48915.0,0,91.63,118.209,OK
data_for_algoritm_16855.json,19,13.731232,231.0,0,91.63,14.986,OK
data_for_algoritm_16862.json,18,40.280242,14963.0,0,91.63,43.96,OK
data_for_algoritm_16863.json,8,35.717993,5345.0,0,91.63,38.981,OK
data_for_algoritm_16878.json,91,108.315032,48915.0,0,91.63,118.209,OK
data_for_algoritm_16881.json,91,108.315032,48915.0,0,91.63,118.209,OK
data_for_algoritm_16889.json,924,56.955822,20328.0,0,91.63,62.158,OK
data_for_algoritm_16890.json,924,56.955822,20328.0,0,91.63,62.158,OK
data_for_algoritm_16892.json,41,49.103795,9482.0,0,91.63,53.589,OK
data_for_algoritm_16894.json,38,1.729,380.0,0,91.63,1.887,LOW_FILL
data_for_algoritm_16895.json,200,32.76,12000.0,0,91.63,35.752,OK
data_for_algoritm_16896.json,30,1.365,300.0,0,91.63,1.49,LOW_FILL
data_for_algoritm_16897.json,28,17.471608,28.0,0,91.63,19.068,OK
data_for_algoritm_16899.json,86,1.198713,588.2,0,91.63,1.308,LOW_FILL
data_for_algoritm_16900.json,84,1.302835,673.403,0,91.63,1.422,LOW_FILL
data_for_algoritm_16901.json,84,1.302835,673.403,0,91.63,1.422,LOW_FILL
data_for_algoritm_16902.json,84,1.302835,673.403,0,91.63,1.422,LOW_FILL
data_for_algoritm_16912.json,16,79.2,1300.0,0,91.63,86.435,OK
data_for_algoritm_16913.json,28,91.62,3700.0,0,91.63,99.989,OK
data_for_algoritm_16915.json,16,79.2,1300.0,0,91.63,86.435,OK
data_for_algoritm_16916.json,28,91.62,2020.0,0,91.63,99.989,OK
data_for_algoritm_16919.json,355,8.760496,2747.0,0,91.63,9.561,OK
data_for_algoritm_16927.json,100,28.0,3000.0,0,91.63,30.558,OK
data_for_algoritm_16929.json,200,22.051,2700.0,0,91.63,24.065,OK
data_for_algoritm_16930.json,600,66.153,8100.0,0,91.63,72.196,OK
data_for_algoritm_16931.json,512,57.52812,7044.0,0,91.63,62.783,OK
data_for_algoritm_16932.json,6,2.364,390.0,0,91.63,2.58,LOW_FILL
data_for_algoritm_16933.json,75,57.23125,6315.0,0,91.63,62.459,OK
data_for_algoritm_16934.json,108,64.44775,8511.0,0,91.63,70.335,OK
data_for_algoritm_16935.json,108,64.44775,8511.0,0,91.63,70.335,OK
data_for_algoritm_16936.json,129,73.82335,9895.0,0,91.63,80.567,OK
data_for_algoritm_16951.json,50,93.0,40000.0,0,91.63,101.495,OK
data_for_algoritm_16952.json,5700,242.162946,36688.796,0,91.63,264.283,OK
data_for_algoritm_16953.json,45,83.7,36000.0,0,91.63,91.346,OK
data_for_algoritm_16954.json,5700,242.162946,36688.796,0,91.63,264.283,OK
data_for_algoritm_16956.json,17,3.71403,215.0,0,91.63,4.053,LOW_FILL
data_for_algoritm_16958.json,22,4.651082,266.0,0,91.63,5.076,OK
data_for_algoritm_16959.json,22,4.651082,266.0,0,91.63,5.076,OK
data_for_algoritm_16960.json,22,4.651082,266.0,0,91.63,5.076,OK
data_for_algoritm_16961.json,22,4.651082,266.0,0,91.63,5.076,OK
data_for_algoritm_16963.json,24,22.86,4104.0,0,91.63,24.948,OK
data_for_algoritm_16980.json,7,11.248,1066.0,0,91.63,12.275,OK
data_for_algoritm_16983.json,32,0.71232,64.0,0,91.63,0.777,LOW_FILL
data_for_algoritm_16984.json,60,1.3356,120.0,0,91.63,1.458,LOW_FILL
data_for_algoritm_16986.json,36,39.735,10944.0,0,91.63,43.365,OK
data_for_algoritm_16987.json,26,40.432,4468.0,0,91.63,44.125,OK
data_for_algoritm_16988.json,52,0.723618,14.4,0,91.63,0.79,LOW_FILL
data_for_algoritm_16990.json,52,0.723618,59.4,0,91.63,0.79,LOW_FILL
data_for_algoritm_16991.json,52,0.723618,59.4,0,91.63,0.79,LOW_FILL
data_for_algoritm_16996.json,4,47.327505,12420.0,0,91.63,51.651,OK
data_for_algoritm_17000.json,53,16.4352,4500.0,0,91.63,17.936,OK
data_for_algoritm_17002.json,503,161.328,18000.0,0,91.63,176.065,OK
data_for_algoritm_17009.json,60,0.81648,120.0,0,91.63,0.891,LOW_FILL
data_for_algoritm_17010.json,120,1.63296,204.0,0,91.63,1.782,LOW_FILL
data_for_algoritm_17014.json,82,4.17,41000.0,0,91.63,4.551,LOW_FILL
data_for_algoritm_17016.json,582,11.37,48000.0,0,91.63,12.409,OK
data_for_algoritm_17018.json,207,6.53475,41775.0,0,91.63,7.132,OK
data_for_algoritm_17022.json,1101,27.77587,42669.0,0,91.63,30.313,OK
data_for_algoritm_17028.json,4,8.887068,1722.0,0,91.63,9.699,OK
data_for_algoritm_17030.json,7,64.478636,9240.0,0,91.63,70.368,OK
data_for_algoritm_17034.json,30,1.95624,51.0,0,91.63,2.135,LOW_FILL
data_for_algoritm_17036.json,1800,47.11278,18100.0,0,91.63,51.416,OK
data_for_algoritm_17041.json,16,1.380846,148.0,0,91.63,1.507,LOW_FILL
data_for_algoritm_17045.json,230,62.984592,19998.4,0,91.63,68.738,OK
data_for_algoritm_17046.json,274,76.3488,24046.4,0,91.63,83.323,OK
data_for_algoritm_17048.json,22,8.069424,902.0,0,91.63,8.807,OK
data_for_algoritm_17061.json,122,11.196819,1081.0,0,91.63,12.22,OK
data_for_algoritm_17067.json,122,11.196819,1081.0,0,91.63,12.22,OK
data_for_algoritm_17068.json,122,11.196819,1081.0,0,91.63,12.22,OK
data_for_algoritm_17069.json,122,11.196819,1081.0,0,91.63,12.22,OK
data_for_algoritm_17074.json,28,13.012503,7476.0,0,91.63,14.201,OK
data_for_algoritm_17077.json,28,13.012503,7476.0,0,91.63,14.201,OK
data_for_algoritm_17078.json,56,26.025006,14952.0,0,91.63,28.402,OK
data_for_algoritm_17079.json,84,39.03751,22428.0,0,91.63,42.603,OK
data_for_algoritm_17080.json,28,13.012503,7476.0,0,91.63,14.201,OK
data_for_algoritm_17081.json,28,13.012503,7476.0,0,91.63,14.201,OK
data_for_algoritm_17083.json,950,119.1,5800.0,0,91.63,129.979,OK
data_for_algoritm_17084.json,950,119.1,5800.0,0,91.63,129.979,OK
data_for_algoritm_17086.json,18,42.82803,7360.0,0,91.63,46.74,OK
data_for_algoritm_17088.json,18,42.82803,7360.0,0,91.63,46.74,OK
data_for_algoritm_17090.json,24,22.86,4104.0,0,91.63,24.948,OK
data_for_algoritm_17091.json,6,29.37375,3810.0,0,91.63,32.057,OK
data_for_algoritm_17093.json,18,274.287,11040.0,0,91.63,299.342,OK
data_for_algoritm_17094.json,27,60.624,6204.0,0,91.63,66.162,OK
data_for_algoritm_17095.json,27,60.624,6204.0,0,91.63,66.162,OK
data_for_algoritm_17096.json,2182,132.123988,21045.004,0,91.63,144.193,OK
data_for_algoritm_17097.json,140,8.78864,840.0,0,91.63,9.591,OK
data_for_algoritm_17098.json,140,8.78864,840.0,0,91.63,9.591,OK
data_for_algoritm_17099.json,18,42.82803,7360.0,0,91.63,46.74,OK
data_for_algoritm_17102.json,24,43.56,2400.0,0,91.63,47.539,OK
data_for_algoritm_17103.json,26,186.387081,47062.0,0,91.63,203.413,OK
data_for_algoritm_17108.json,43,110.506245,53134.0,0,91.63,120.601,OK
data_for_algoritm_17121.json,40,0.54288,400.0,0,91.63,0.592,LOW_FILL
data_for_algoritm_17122.json,40,0.54288,400.0,0,91.63,0.592,LOW_FILL
data_for_algoritm_17124.json,26,1.695408,44.2,0,91.63,1.85,LOW_FILL
data_for_algoritm_17130.json,32,46.08,9600.0,0,91.63,50.289,OK
data_for_algoritm_17131.json,32,46.08,9600.0,0,91.63,50.289,OK
data_for_algoritm_17133.json,34,48.96,10200.0,0,91.63,53.432,OK
data_for_algoritm_17136.json,34,48.96,10200.0,0,91.63,53.432,OK
data_for_algoritm_17138.json,47,0.874368,150.24,0,91.63,0.954,LOW_FILL
data_for_algoritm_17140.json,200,101.8325,15000.0,0,91.63,111.134,OK
data_for_algoritm_17143.json,146,3.128112,477.48,0,91.63,3.414,LOW_FILL
data_for_algoritm_17146.json,1001,714.714,10010.0,0,91.63,780.0,OK
data_for_algoritm_17147.json,1001,714.714,10010.0,0,91.63,780.0,OK
data_for_algoritm_17168.json,57,24.391511,15012.0,0,91.63,26.62,OK
data_for_algoritm_17169.json,85,35.795836,22368.0,0,91.63,39.066,OK
data_for_algoritm_17170.json,85,35.795836,22368.0,0,91.63,39.066,OK
data_for_algoritm_17171.json,85,35.795836,22368.0,0,91.63,39.066,OK
data_for_algoritm_17172.json,85,35.795836,22368.0,0,91.63,39.066,OK
data_for_algoritm_17173.json,85,35.795836,22368.0,0,91.63,39.066,OK
data_for_algoritm_17174.json,85,35.795836,22368.0,0,91.63,39.066,OK
data_for_algoritm_17175.json,85,35.795836,22368.0,0,91.63,39.066,OK
data_for_algoritm_17176.json,57,24.391511,15012.0,0,91.63,26.62,OK
data_for_algoritm_17195.json,29,12.987185,7656.0,0,91.63,14.174,OK
data_for_algoritm_17198.json,28,13.012503,7476.0,0,91.63,14.201,OK
data_for_algoritm_17199.json,1101,27.77587,42669.0,0,91.63,30.313,OK
data_for_algoritm_17201.json,1119,28.85587,1119.0,0,91.63,31.492,OK
data_for_algoritm_17203.json,1119,28.85587,1119.0,0,91.63,31.492,OK
data_for_algoritm_17208.json,6,17.8068,2850.0,0,91.63,19.433,OK
data_for_algoritm_17210.json,29,16.575335,8351.0,0,91.63,18.089,OK
data_for_algoritm_17211.json,29,14.748818,8180.0,0,91.63,16.096,OK
data_for_algoritm_17212.json,29,14.748818,8180.0,0,91.63,16.096,OK
data_for_algoritm_17213.json,58,29.497637,16360.0,0,91.63,32.192,OK
data_for_algoritm_17214.json,30,16.743012,8751.0,0,91.63,18.272,OK
data_for_algoritm_17215.json,29,13.443615,7575.0,0,91.63,14.672,OK
data_for_algoritm_17216.json,30,16.743012,8751.0,0,91.63,18.272,OK
data_for_algoritm_17217.json,58,32.583539,16702.0,0,91.63,35.56,OK
data_for_algoritm_17218.json,58,32.673303,16702.0,0,91.63,35.658,OK
data_for_algoritm_17219.json,29,16.336652,8351.0,0,91.63,17.829,OK
data_for_algoritm_17220.json,29,16.336652,8351.0,0,91.63,17.829,OK
data_for_algoritm_17222.json,20,1.78464,34.0,0,91.63,1.948,LOW_FILL
data_for_algoritm_17223.json,20,1.78464,34.0,0,91.63,1.948,LOW_FILL
data_for_algoritm_17224.json,3,12.76904,5720.0,0,91.63,13.935,OK
data_for_algoritm_17225.json,1000,45.4,11700.0,0,91.63,49.547,OK
data_for_algoritm_17226.json,64,23.31,1580.0,0,91.63,25.439,OK
data_for_algoritm_17227.json,64,23.31,1580.0,0,91.63,25.439,OK
data_for_algoritm_17229.json,143,32.425453,89460.4,0,91.63,35.387,OK
data_for_algoritm_17233.json,70,2.787,334.0,0,91.63,3.042,LOW_FILL
data_for_algoritm_17234.json,16,0.88188,64.0,0,91.63,0.962,LOW_FILL
data_for_algoritm_17235.json,28,1.37976,124.0,0,91.63,1.506,LOW_FILL
data_for_algoritm_17238.json,29,1.41504,165.0,0,91.63,1.544,LOW_FILL
data_for_algoritm_17239.json,29,1.41504,165.0,0,91.63,1.544,LOW_FILL
data_for_algoritm_17242.json,41,72.538187,69806.0,0,91.63,79.164,OK
data_for_algoritm_17247.json,41,72.538187,69806.0,0,91.63,79.164,OK
data_for_algoritm_17248.json,181,120.00568,1738.0,0,91.63,130.968,OK
data_for_algoritm_17253.json,146,3.128112,477.48,0,91.63,3.414,LOW_FILL
data_for_algoritm_17254.json,41,72.538187,69806.0,0,91.63,79.164,OK
data_for_algoritm_17255.json,41,72.538187,69806.0,0,91.63,79.164,OK
data_for_algoritm_17260.json,40,1.908,200.0,0,91.63,2.082,LOW_FILL
data_for_algoritm_17261.json,28,1.3356,140.0,0,91.63,1.458,LOW_FILL
data_for_algoritm_17262.json,355,8.760496,2747.0,0,91.63,9.561,OK
data_for_algoritm_17263.json,2,0.213233,31.0,0,91.63,0.233,LOW_FILL
data_for_algoritm_17265.json,100,9.32328,1900.0,0,91.63,10.175,OK
data_for_algoritm_17266.json,57,1.538693,346.92,0,91.63,1.679,LOW_FILL
data_for_algoritm_17267.json,100,9.32328,1900.0,0,91.63,10.175,OK
data_for_algoritm_17268.json,100,9.32328,1900.0,0,91.63,10.175,OK
data_for_algoritm_17271.json,57,1.538693,346.92,0,91.63,1.679,LOW_FILL
data_for_algoritm_17283.json,120,2.983728,440.0,0,91.63,3.256,LOW_FILL
data_for_algoritm_17288.json,10,31.709658,12970.0,0,91.63,34.606,OK
data_for_algoritm_17289.json,10,31.709658,12970.0,0,91.63,34.606,OK
data_for_algoritm_17290.json,143,32.425453,20020.4,0,91.63,35.387,OK
data_for_algoritm_17291.json,143,32.425453,1280.4,0,91.63,35.387,OK
data_for_algoritm_17292.json,143,32.425453,1280.4,0,91.63,35.387,OK
data_for_algoritm_17293.json,143,32.425453,1280.4,0,91.63,35.387,OK
data_for_algoritm_17295.json,143,32.425453,1280.4,0,91.63,35.387,OK
data_for_algoritm_17296.json,143,32.425453,1280.4,0,91.63,35.387,OK
data_for_algoritm_17298.json,355,8.760496,2747.0,0,91.63,9.561,OK
data_for_algoritm_17301.json,2,12.308584,1150.0,0,91.63,13.433,OK
data_for_algoritm_17303.json,750,99.3,4650.0,0,91.63,108.371,OK
data_for_algoritm_17310.json,48,1.020614,1200.0,0,91.63,1.114,LOW_FILL
data_for_algoritm_17320.json,25,1.74912,25.0,0,91.63,1.909,LOW_FILL
data_for_algoritm_17333.json,200,1.7138,152.0,0,91.63,1.87,LOW_FILL
data_for_algoritm_17334.json,450,3.85605,342.0,0,91.63,4.208,LOW_FILL
data_for_algoritm_17335.json,250,2.14225,190.0,0,91.63,2.338,LOW_FILL
data_for_algoritm_17337.json,8,7.745346,616.0,0,91.63,8.453,OK
data_for_algoritm_17339.json,41,112.514852,41.0,0,91.63,122.793,OK
data_for_algoritm_17340.json,47,128.703749,47.0,0,91.63,140.46,OK
data_for_algoritm_17341.json,47,128.703749,47.0,0,91.63,140.46,OK
data_for_algoritm_17342.json,47,128.880063,47.0,0,91.63,140.653,OK
data_for_algoritm_17345.json,25,61.193088,25.0,0,91.63,66.783,OK
data_for_algoritm_17346.json,26,63.401088,26.0,0,91.63,69.193,OK
data_for_algoritm_17347.json,25,61.193088,25.0,0,91.63,66.783,OK
data_for_algoritm_17349.json,37,92.496096,37.0,0,91.63,100.945,OK
data_for_algoritm_17352.json,47,128.880063,47.0,0,91.63,140.653,OK
data_for_algoritm_17354.json,47,128.880063,7050.0,0,91.63,140.653,OK
data_for_algoritm_17361.json,24,22.86,4104.0,0,91.63,24.948,OK
data_for_algoritm_17363.json,6,29.37375,3810.0,0,91.63,32.057,OK
data_for_algoritm_17364.json,29,63.678489,7250.0,0,91.63,69.495,OK
data_for_algoritm_17365.json,29,63.780063,7250.0,0,91.63,69.606,OK
data_for_algoritm_17366.json,29,63.780063,7250.0,0,91.63,69.606,OK
data_for_algoritm_17367.json,29,63.788568,7250.0,0,91.63,69.615,OK
data_for_algoritm_17368.json,29,63.780063,7250.0,0,91.63,69.606,OK
data_for_algoritm_17369.json,29,63.788568,7250.0,0,91.63,69.615,OK
data_for_algoritm_17370.json,28,61.819143,7000.0,0,91.63,67.466,OK
data_for_algoritm_17371.json,28,58.791088,7000.0,0,91.63,64.161,OK
data_for_algoritm_17372.json,28,58.791088,7000.0,0,91.63,64.161,OK
data_for_algoritm_17373.json,31,63.724872,7750.0,0,91.63,69.546,OK
data_for_algoritm_17374.json,28,58.791088,7000.0,0,91.63,64.161,OK
data_for_algoritm_17375.json,31,63.724872,7750.0,0,91.63,69.546,OK
data_for_algoritm_17567.json,1,0.001,10.0,0,91.63,0.001,LOW_FILL
data_for_algoritm_17568.json,2,0.002,20.0,0,91.63,0.002,LOW_FILL
data_for_algoritm_17569.json,10,0.01,100.0,0,91.63,0.011,LOW_FILL
