space_vol_m3,placed_count,placed_vol_m3,unplaced_count,unplaced_vol_m3,total_vol_m3,placed_fill_percent,ideal_fill_percent,space_id,space_title,calc_id,project_id
121.53242,290,1.644304,234,2.351859,3.996163,1.3529759331609543,3.288145629657839,6758,Крытый вагон модели 11-280 (138),384436,113756
91.63,287,1.618497,237,2.377666,3.996163,1.7663400862163017,4.361194990723556,6718,Фура тягач (2-x осный) полуприцеп - тент 92м3 (высокий 13 метров 3-х осный) 136 х 245 х 275 22 тн 91 6 м3,384437,113757
91.63,287,1.618497,237,2.377666,3.996163,1.7663400862163017,4.361194990723556,6722,Фура тягач (2-x осный) полуприцеп - тент 92м3 (3-х осный нагрузка на ось 6 тн) 136 х 245 х 275 18 тн 91 6 м3,384438,113758
